"X","name","specie","esd","opt","type","group","source","kingdom","phylum","class","order","family","genus","tag"
501,"Upogebia macginitieorum","Upogebia macginitieorum",25013.1870958318,410.80526490823,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia","Invertebrate - swimming predacious"
502,"Uristes gigas","Uristes gigas",10406.0153720115,13540.9222154214,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Uristes","Invertebrate - swimming predacious"
503,"Urophycis regia","Urophycis regia",62581.0997258114,10692.0369405758,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis","Fish - piscivorous"
504,"Urophycis tenuis","Urophycis tenuis",120629.829670278,40095.1385271593,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis","Fish - piscivorous"
505,"Urophysis chuss","Urophysis chuss",100509.951934385,10849.8809084657,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis","Fish - piscivorous"
506,"Ursus maritimus","Ursus maritimus",1821099.99242226,57588.2382296972,"Mammal","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Mammals - Mammal"
507,"Vibilia antarctica","Vibilia antarctica",594.471932086807,1637.73289129262,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Vibiliidae","Vibilia","Invertebrate - swimming predacious"
508,"Vibilia stebbingi","Vibilia stebbingi",594.471932086807,1637.73289129262,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Vibiliidae","Vibilia","Invertebrate - swimming predacious"
509,"Waldeckia obesa","Waldeckia obesa",13540.9222154214,13184.4153010177,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Waldeckia","Invertebrate - swimming predacious"
510,"Woloszynskia cincta","Woloszynskia cincta",13.4,11.5,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Tovelliales","Tovelliaceae","Woloszynskia","Plankton - Dinoflagellates"
511,"Xiphias gladius","Xiphias gladius",549874.233492725,39207.1880625379,"predacious","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Carangiformes","Xiphiidae","Xiphias","Fish - predacious"
512,"Yihiella yeosuensis","Yihiella yeosuensis",7.8,5.6,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Suessiales","Suessiaceae","Yihiella","Plankton - Dinoflagellates"
513,"Zalophus californianus","Zalophus californianus",912712.06736076,621823.492826381,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Mammals - Fish"
514,"Zausodes arenicolus","Zausodes arenicolus",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Brose 2019","Animalia","Arthropoda","Copepoda","Harpacticoida","Harpacticidae","Zausodes","Invertebrate - swimming predacious"
515,"Zeus faber","Zeus faber",24096.7278851744,11517.6476459394,"piscivorous","Fish","Barnes 2008","Animalia","Chordata","Teleostei","Zeiformes","Zeidae","Zeus","Fish - piscivorous"
516,"Ziphius cavirostris","Ziphius cavirostris",533335.459444651,91271.206736076,"Fish","Mammals","Tucker 2014","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Ziphius","Mammals - Fish"
517,"Zygabikodinium lenticulatum","Zygabikodinium lenticulatum",50,35.2,"Dinoflagellates","Plankton","Garcia-Oliva 2022","Chromista","Myzozoa","Dinophyceae","Peridiniales","Kolkwitziellaceae","Zygabikodinium","Plankton - Dinoflagellates"
